,0
3587,31971G0055R(01)
3588,32001O0001
3589,32016R2022
3590,32004R0777
3591,32015L0573
3592,32017D1256
3593,32016D1621
3594,32001D0423
3595,32013R1352
3596,32018R1917
3597,32014D0190
3598,31987H0185
3599,22002A1230(01)R(01)
3600,32000D0128
3601,31963R0099
3602,31985D0530
3603,32020D1409
3604,32020L0367
3605,32016D0418
3606,31998L0079
3607,32017R2194
3608,32023R0332
3609,32015D0620
3610,32013R1165
3611,31990D1231(02)
3612,32020R0995R(01)
3613,22004A0828(02)
3614,32019D1754
3615,32005R2037R(05)
3616,32015D0655
3617,01969R1265-19990204
3618,31986H0458
3619,32013R0301
3620,22018D0381
3621,02006R1931-20120119
3622,32017D0035
3623,32018R0344
3624,32014R0019
3625,22008A0805(01)
3626,32012R0220
3627,31990L0207
3628,32021R2068
3629,32009R0594
3630,E2020C0047
3631,32018L0822
3632,22001D0813
3633,32010R0344
3634,32008L0105
3635,01992R0338-19950701
3636,32014R0706
3637,32010D0200
3638,02012R0080-20130311
3639,31977D0595
3640,32009D0812
3641,32022D2369
3642,31967G0372
3643,31979R0452
3644,32014D0260
3645,32003B0417
3646,02004R0501-20130701
3647,31983D0486
3648,32022R1171
3649,32009D0394
3650,32014R0118
3651,32023R0709
3652,32011R1169R(06)
3653,32017R0039
3654,32015R1116
3655,32021D2121
3656,32023R1224
3657,32018R1937
3658,32022D2285
3659,32010D0088
3660,32003H0179
3661,32003D0026
3662,32021R0446
3663,02002R0332-20090528
3664,02012R0036-20230503
3665,32008L0119
3666,02012D0620(01)-20130701
3667,31999R0169
3668,32013R0406
3669,32015H0224(02)
3670,32012R0545
3671,02005R0772-20130701
3672,32014L0085
3673,32015D0798
3674,31995Y1007(01)
3675,32004D0033
3676,31992D0278
3677,32005R0718
3678,32006R2031
3679,01998A0123(01)-20071206
3680,22005A0126(01)
3681,32014R1294
3682,01998R2531-20020126
3683,31985D0202
3684,32007R0715R(02)
3685,32020R0550
3686,32022D0361
3687,02019R1896-20191114
3688,31984D0233
3689,32022D0381
3690,31990Y0720(01)
3691,32014L0095
3692,32005D0769
3693,32004D0023
3694,32019R1978
3695,32006L0105
3696,32021D2298
3697,32021R0598
3698,22015A0703(02)
3699,32021R2151
3700,32018D2003R(01)
3701,02006L0043-20230105
3702,32021R0852
3703,32022R1159
3704,32023R1451
3705,32018D1492
3706,32020R1683
3707,32018R0979
3708,32020R1737
3709,32005D0038
3710,02013R0952-20221212
3711,32014D0184
3712,31999D0175
3713,32020D0266
3714,32005D0629
3715,32015R0779
3716,02009R1233-20091217
3717,32019R2023R(01)
3718,32021D0281
3719,32002D0818
3720,02013D0001(01)-20221109
3721,01972R0616-19771231
3722,32009D0061
3723,32016D1910
3724,32019R1673
3725,32005D0412
3726,31970R0537
3727,32007R0657
3728,32011L0064
3729,31999L0022
3730,31984R1888
3731,42009D0913
3732,31992R1022
3733,22017A0321(01)
3734,31973R2711
3735,02005L0035-20091116
3736,22012A1206(01)
3737,32020R1289
3738,02019D0866-20190528
3739,21996D0907(01)
3740,32016D0979
3741,32012R0201
3742,32021R0025
3743,31978Y0711(01)
3744,31996H0209
3745,32011D0447
3746,31987R3170
3747,31990D0363
3748,32021R0693
3749,32016R0225
3750,32005D0884
3751,32020R0443
3752,31981R2180
3753,02009D0721-20090930
3754,32023R1003
3755,32015L2366
3756,31998R2762
3757,32018R1847
3758,32023D0727(03)
3759,31988L0380
3760,31994D0845
3761,32008R0133
3762,31960D1119(01)
3763,22015A1219(01)R(01)
3764,32011L0077
3765,31992R0627
3766,02002R2245-20070725
3767,32023D0208(01)
3768,32019R0387
3769,22004D0115
3770,32014D0844R(01)
3771,32019R1590
3772,31985R1915
3773,31998Y1120(02)
3774,32000D0808
3775,32021D1228(01)
3776,22020D0946
3777,32006R1924
3778,32007D0610
3779,32018R0405
3780,32000R0184
3781,32021R1901
3782,02021R0771-20210511
3783,31988R1315
3784,31989Y1122(01)
3785,32011R1278
3786,32005R1087
3787,32017R0127
3788,32016D2143
3789,32020D0964
3790,22008A0201(01)
3791,22018A0723(01)
3792,22022D0190
3793,31984Y0621(01)
3794,32021D0285
3795,02015R0840-20200715
3796,32008R0008
3797,32014R0165
3798,32021R0052
3799,02014A0520(02)-20150801
3800,02017R0373-20230126
3801,32015R2446R(05)
3802,32008R1276R(03)
3803,32022R0670
3804,32002R2049
3805,32020D1575
3806,02008R1099-20220220
3807,32022D2435R(01)
3808,32012D0656
3809,32010R0276
3810,22016D0858
3811,22006D0039
3812,22017D1923
3813,32014D0059(01)
3814,02004L0038-20110616
3815,31978A0064
3816,32013R1300R(01)
3817,32023D0655
3818,02004D0760-20070101
3819,02012R0244-20130406
3820,22020D0282
3821,31981D1007
3822,31987R0678
3823,32006R0178
3824,32014R0496
3825,31996D0689
3826,31971R1408R(13)
3827,31994D0061
3828,32023R1128
3829,01971D0306-19770115
3830,32018R0675
3831,32023R1470
3832,02006L0001-20220605
3833,31980R0797
3834,31998D0500
3835,32013D0187
3836,32010D0759
3837,32014R1320
3838,32020R0037
3839,32020R1214
3840,22023D0625
3841,22003A0221(01)
3842,32000Y0414(02)
3843,31999D0850
3844,32006D0856
3845,02010R1031-20191128
3846,32001A0720(01)
3847,32009R0854
3848,32007R0333
3849,31996R0686
3850,32023L0958
3851,02010L0043-20220801
3852,31994Y1231(05)
3853,32004L0081R(03)
3854,32023R1452
3855,32014R0513
3856,31991D0314
3857,22018D1987
3858,32014L0024R(04)
3859,02019R0833-20230609
3860,31992R1613
3861,32022D0493
3862,02011L0083-20220528
3863,32021R1349
3864,32010R0454
3865,32007R1456
3866,32010R0066
3867,31995Y0811(03)
3868,32014R0600R(03)
3869,31981D1030
3870,32008D0200
3871,32022R2036
3872,32019R1329
3873,32003L0087
3874,32023R0923
3875,31977H0713
3876,32002H0413
3877,32012R1253
3878,31982D0872
3879,32015R1558
3880,32008R1262
3881,02017D0926-20180228
3882,32013R1303R(01)
3883,32021R0383
3884,22019D0214
3885,32022R0923
3886,32022R1478R(01)
3887,32007R1226
3888,31976R1361
3889,32005D0241
3890,32021R2282
3891,21982D0621(06)
3892,32006L0138
3893,32021R0427
3894,32011D0121
3895,32004D0065
3896,31960R0011
3897,32013R0200
3898,31992R0571
3899,32015D2103
3900,32014R0809R(03)
3901,32021R2225
3902,32015R1341
3903,32021D1031
3904,32008F0947
3905,22000D1123(08)
3906,32004D0619
3907,32000R2868
3908,32014R1355
3909,32019D0036
3910,32021R2246
3911,32019L0883
3912,32006L0054
3913,32014L0079
3914,31995R3050R(01)
3915,02013R1321-20230604
3916,32015D0493
3917,32019R1561
3918,32003D0019
3919,32018R1967
3920,32018D1134
3921,22014A0830(02)
3922,22010A0204(01)
3923,32018R1873
3924,22008D0100
3925,32014R0168
3926,32017R0807
3927,32008D1297
3928,02002L0053-20040418
3929,31985D0011
3930,32018R0895
3931,32010L0084
3932,42008A0925(01)
3933,32022R2229
3934,41997X1205
3935,31988R2580R(02)
3936,32022D2003
3937,32011R0626
3938,32013L0030
3939,32011R0211R(01)
3940,01990R3037-20080101
3941,32017R1398
3942,31987D0475
3943,32007D0329
3944,32014R0485
3945,32007R0607
3946,32022D2493
3947,32021D2301
3948,31958R0005R(01)
3949,32014D0668R(01)
3950,32012D0813
3951,22004D0182
3952,32014D0344
3953,32020D1555
3954,31977R1320
3955,31981R0187
3956,31985S3699
3957,32022D0356
3958,32022D1319
3959,32023D1345
3960,31999D0836
3961,32022R1477R(01)
3962,32008D0381
3963,01980R0797-19800701
3964,02000L0039-20210520
3965,21989D0713(02)
3966,32021D0641
3967,32004R0138
3968,32020R0687R(02)
3969,32005R1738
3970,32018R0274
3971,31995R1276
3972,32021D0679
3973,32019R1149
3974,31998L0070R(02)
3975,32019R0216R(02)
3976,32021R1374
3977,01982S2030-19860101
3978,32021R0783
3979,32010D0631
3980,32021R1007
3981,02021R2325-20230712
3982,32002R0332
3983,32019O0012
3984,32019R0125
3985,02008R0106-20130326
3986,02019R1021-20230610
3987,32005R0750
3988,32014R0287
3989,22021D2323
3990,32020R0112
3991,02004A0930(03)-20160201
3992,31984L0167
3993,02016R1011-20220101
3994,31999D0852
3995,31997Y0625(01)
3996,32013L0057
3997,32006R1925
3998,32013O0011
3999,32009D0253
4000,31968H0289
4001,31970L0457
4002,22002D0135(01)
4003,31997Y0605(01)
4004,32019R1582
4005,32012R0080
4006,32019R2152
4007,32014D0057
4008,32020R2236
4009,32020D0462
4010,32020D1067
4011,22004D0065
4012,32019R1866
4013,02020D1344-20221028
4014,32021D0448
4015,31987R2658
4016,32014R0685
4017,22021A0527(01)
4018,01981R1940-19871027
4019,22021D0274
4020,31980L0754
4021,32019D0020(01)R(01)
4022,32022D1907
4023,32020R0131
4024,32001D0716
4025,22013A0131(01)
4026,32019R0660
4027,32016Y0312(04)
4028,32011D0853
4029,32002R1659
4030,32022D2200
4031,31973R1834
4032,22021D0034
4033,31991R0314
4034,32015O0034
4035,32022D1222
4036,32001D0006
4037,32020R1503
4038,32014R1143R(02)
4039,32020R0595
4040,32023R0363
4041,32010D0488
4042,32023R1184
4043,32019D0212(02)
4044,32014R0164
4045,32019R1383
4046,32010G0624(01)
4047,32003D0710
4048,32007R0305
4049,32003R1386
4050,32009D0833
4051,31997D0622
4052,22013A1031(02)
4053,32006R1712
4054,32014D0006
4055,32020D0416(02)
4056,32008D0952
4057,32021D1054
4058,32011D0280
4059,02009R1073-20130701
4060,32016R0440
4061,32003R2188
4062,31994D0259R(01)
4063,22023D1611
4064,31995D0354
4065,32021R0238
4066,31998G0115
4067,31990R0323
4068,02004L0023-20090807
4069,32015R0081
4070,32011R1007R(01)
4071,21988D0629(01)
4072,31983R2000
4073,32013O0045
4074,32019D1944
4075,32022R0249
4076,32021R0745
4077,02003R0437-20130701
4078,32021R0642
4079,02009R0043-20100101
4080,32009L0147
4081,31993Y0203(01)
4082,32011R0576
4083,32019L0068R(01)
4084,32018R2044
4085,01973S3073-19860101
4086,32021R0435
4087,32018D1237
4088,32001D0885
4089,31991D0547
4090,32016L0097
4091,32022R0432
4092,22009A0630(02)
4093,32023R0866
4094,32020R0038
4095,32008D0360
4096,32001R2056
4097,02018R1091-20211222
4098,32003L0073
4099,32020D2187
4100,01986R4055-19901217
4101,22016A1129(01)
4102,32022R0229
4103,32022D1165
4104,32009D0940
4105,32008R0229
4106,32004D0740
4107,32008R0581
4108,32021R0708
4109,32022D0048
4110,21990D0808(10)
4111,32021R2115R(05)
4112,32016R0533
4113,32020R0716
4114,31995R1439R(01)
4115,32020R1217
4116,32021D1796
4117,01998L0070-20181224
4118,32013D0448
4119,31987R4057
4120,32007R1468
4121,32015R0232
4122,32013R0391
4123,22012A1215(01)
4124,31980D0334
4125,32019R0145
4126,31971Y0527(01)
4127,32014R0217
4128,32000D0124
4129,02004D0370-20060530
4130,32018R0471
4131,32018D0810(01)
4132,32013D0127
4133,31976L0837
4134,42004Z1221
4135,22021D1946
4136,32004R0124
4137,32019R0698
4138,32017R0438
4139,02010R1151-20170613
4140,32022L0279
4141,32022D2412
4142,02017R0583-20230605
4143,32006D1007
4144,22020D0273
4145,32008D0312
4146,02010L0013-20181218
4147,31980Y0103(01)
4148,31996D0671
4149,32008L0021
4150,31995E0091
4151,32020D2033
4152,31999R0620
4153,32016R1011R(03)
4154,32021D0639
4155,32014R0258
4156,31990R3916
4157,31969D0270
4158,32012R0231R(07)
4159,32022R0860
4160,32012R0564
4161,31963R0118
4162,32006D0789
4163,32006R1758
4164,32022R1275
4165,31996R2493
4166,32008D0397
4167,32019R1111R(01)
4168,31991R0597
4169,32021R1296
4170,31975D0576
4171,32001D0371
4172,32011D0875
4173,32020R0270
4174,32020R1230
4175,31973R3539
4176,32012D0511
4177,02019R0818-20210803
4178,32013D0005
4179,32004D0457
4180,32019R2201
4181,32017R0208
4182,32010D0131
4183,32022R0184
4184,31985D0623
4185,32020R2131R(01)
4186,32020R0917
4187,32004R1222
4188,32002D0884
4189,22023D0928
4190,31979D0022
4191,32017D0126
4192,32009D0992
4193,32023R0893
4194,32021R2103
4195,32005R1196
4196,32008R1269
4197,32012R0948
4198,31987R3988
4199,32021R0841
4200,21998D0709(03)
4201,32021D0839
4202,32008O0004
4203,32023D1189
4204,32014R0600
4205,32016L0680
4206,32004R1810
4207,32012D0056
4208,02001L0110-20140623
4209,32014D0692
4210,32019R1857
4211,32016R1786
4212,22009D0707
4213,32018R0660
4214,32007R0551
4215,32003G1205(04)
4216,32021R1448
4217,32019R0023
4218,32019R0225
4219,32003R0649
4220,02016R0559-20160910
4221,32023D0423
4222,32019R0229
4223,32018L0100
4224,32001R1941
4225,32004L0076
4226,22000D0713(07)
4227,01999L0092-20070627
4228,02020D2252-20201231
4229,32021D1442
4230,31983R3627
4231,22015D1382
4232,32003R2233
4233,31964D0344
4234,32014L0070
4235,32014D0008
4236,32009D0444
4237,32002R0029
4238,32014D0053(01)
4239,22007A1222(01)
4240,31984D0561
4241,21996D0213(03)
4242,32015R2447R(02)
4243,31999L0067
4244,31998R1209
4245,32019D0708
4246,32003D0633
4247,32021D1482
4248,02011R0010-20200923
4249,01974R1985-19950101
4250,31992D0244
4251,32023R1428
4252,01999R0528-20011101
4253,22018D1053
4254,32015R1115
4255,32008R0593
4256,31988R3825
4257,02021R1173-20210719
4258,32012D0311
4259,32004R0802
4260,02009R1071-20220221
4261,32014L0068R(05)
4262,32020R1085
4263,31997D0540
4264,32023R1169
4265,21986D0722(06)
4266,42000X1028
4267,31990L0653
4268,31989L0656R(01)
4269,32017R0623
4270,32018D1849
4271,02001L0034-20070120
4272,32012R0070R(01)
4273,32013R0448
4274,32006F0960
4275,32017D0365
4276,31990D0176
4277,32015L1513
4278,31986R4055R(01)
4279,32020D0952
4280,32013D0055
4281,31997R1290
4282,32013R0281
4283,22008A0517(01)
4284,31984D0445
4285,31995R3010
4286,32001D0686
4287,32008E0862
4288,32013R0034
4289,32022D2297
4290,32021R0912
4291,31971D0306
4292,32013R0707
4293,32001L0083
4294,22006D0074
4295,31970R1523R(01)
4296,32022R1860R(01)
4297,32012L0018
4298,21997D0214(01)
4299,32021R2107
4300,32013D0705(01)
4301,32010R0449
4302,32021D0777
4303,32007D0326
4304,32012D0774
4305,32010R1178
4306,32008R0753
4307,32017D2408
4308,32021R0771
4309,32020D1050
4310,31992L0097
4311,02008D0938-20090811
4312,32017R2359
4313,02020D1354-20221028
4314,32016R0539
4315,32018L0957
4316,32013R1373
4317,22021D0356
4318,32014D0283
4319,32019R2035R(04)
4320,31993X0730R(01)
4321,22002A1126(01)
4322,32010D0138
4323,32022R2346
4324,32023D1592
4325,31999D0848
4326,32010R0453
4327,32013R0472R(02)
4328,32014R0667
4329,32002A1127(01)
4330,02007R0864-20090111
4331,32020D1736
4332,31993R3500
4333,32021D0592
4334,32013R0557
4335,31978A0096
4336,32021D2297
4337,31982D0595
4338,32007R1579R(01)
4339,22017D0169
4340,32014R1360
4341,32021R0957
4342,32014L0065R(11)
4343,32022D1847
4344,32022R2299
4345,02022R0110-20220131
4346,32017R0582
4347,32021R0134
4348,31991D0315R(02)
4349,32008R0380
4350,32005D0605
4351,02004R0930-20061126
4352,32011D0283
4353,32018D1120(01)
4354,32020D0115(01)
4355,22006A0720(01)
4356,02011D0432-20140409
4357,32020R2103
4358,31978R3084
4359,22020D1623
4360,32009D0026
4361,32022D0418
4362,02019L2034-20191205
4363,32022R0698
4364,32014R0269R(02)
4365,31994D0237
4366,32019L1995
4367,31995R0297
4368,32014R0202
4369,32020R2129
4370,02007R0416-20181229
4371,32018R1483
4372,32022D0908
4373,32004L0055
4374,31997Y0116(01)
4375,32011R1379
4376,32017R2417
4377,32008L0056
4378,01996R0779-20030701
4379,32009D0289
4380,31984D0564
4381,32022R1906
4382,32015R1329
4383,32014D0162
4384,32005D0630
4385,02017R1939-20210110
4386,21998D0325(01)
4387,32018R0589
4388,22007D0056
4389,31995R1768R(01)
4390,31980Y0819(02)
4391,32010A0320(01)
4392,31985A0394
4393,32019L0514
4394,32011R0491
4395,31998L0024
4396,02009L0161-20180821
4397,32012R0603
4398,31986D0274
4399,32020R0500
4400,31977D0232
4401,31997R1195
4402,32013R0494
4403,21990A0814(01)
4404,31997R0480
4405,32009L0052
4406,32017A0928(02)
4407,02014R0906-20220417
4408,32019R2022R(01)
4409,32000Y0911(01)
4410,32012R1183
4411,32012R1161
4412,32020R0688
4413,32021R2063
4414,32006R1847
4415,32022R0214
4416,31977D0147
4417,32022L2561
4418,32021R0774
4419,31999R0528
4420,31982D0306
4421,32021D1358
4422,32017R0565R(03)
4423,31997L0081
4424,32003H0180
4425,31988R4277
4426,22020D0226
4427,32021R0425
4428,31987H0389
4429,32011R0312
4430,31988D0612
4431,32007R1392
4432,32014L0018
4433,32001D0663
4434,32019D0895
4435,32013R0826
4436,32008D0040
4437,32017L2108
4438,31995D0402
4439,32021R1880
4440,31973R0559
4441,32014L0041
4442,32014R0994
4443,32022R0424
4444,42022D1046
4445,32011D0197
4446,22004D0117
4447,02001R1400-20010731
4448,22011A1116(01)
4449,32014D0797
4450,32008H0468
4451,32022D0820
4452,32016D1173
4453,31999R0187
4454,32014R0756
4455,32021R1123
4456,31996D0576
4457,32017R0239
4458,22009D0084
4459,32014R0600R(02)
4460,32017D2222
4461,32018D0270
4462,31999D0566
4463,32003D0481
4464,32003R1342
4465,22014A0611(01)
4466,21988D1231(19)
4467,22013A1024(01)
4468,21986D0225(06)
4469,32020R2227
4470,32021R0716
4471,22023D0202
4472,22005D0088
4473,32014R0657
4474,02006R1850-20130701
4475,31984D0094
4476,32020D1584
4477,32021R2116R(03)
4478,31999D0005
4479,32012R0568
4480,32016D2220
4481,32023R0951
4482,32014R0087
4483,32016R0129
4484,02016D0043-20171223
4485,32006L0124
4486,32022D2517
4487,32016R1834
4488,32014L0014
4489,32011R0656
4490,31993R1945
4491,41997A0115(02)
4492,31972R0616
4493,31984D0562
4494,32019R1689
4495,32021D0924
4496,22004D0137
4497,32021D0511
4498,22004A0806(03)
4499,22022D1669
4500,31975R2577
4501,32012R1254
4502,02001R2597-20130701
4503,31990D0180
4504,31997Y1122(01)
4505,31980D0763
4506,32019D0606
4507,32019R1753
4508,32014D0312(01)
4509,32021R0529
4510,02018R0956-20220314
4511,22021A0216(02)
4512,31991D0535
4513,32021D1380
4514,22005A0210(01)
4515,31989R0120
4516,32008D0683
4517,22007A0807(01)
4518,32019D2206
4519,31997Y1122(02)
4520,32023R0662
4521,41979D0008
4522,32008R0541
4523,22004D0067
4524,32014R0806R(03)
4525,32021D0857
4526,32022R2573
4527,32015L2436R(02)
4528,02021D0486-20210323
4529,32019D0425
4530,01997R1466-20111213
4531,32020D1352
4532,22020A0716(01)
4533,22023D0821
4534,32015D1092
4535,32021R1452
4536,31970L0157
4537,31987R0955
4538,32002R1646
4539,32009D0937R(07)
4540,32002L0004
4541,31965H0077
4542,32003L0088
4543,32003D0077
4544,32008L0048
4545,32015L1955
4546,32017R2190
4547,32022R0054
4548,32019R2072R(03)
4549,32008R0707
4550,32017R2196
4551,32006R1032
4552,32018R0956
4553,32022R2181
4554,01998L0056-20140630
4555,32022R0300
4556,22007D0158
4557,31992Y0709(01)
4558,32013R1325
4559,32008D0876
4560,01977D0707-19850226
4561,32022D0589
4562,01997L0070-20090420
4563,32008D0383
4564,32011D1080
4565,32012D0264
4566,32008R0377
4567,21979A0412(02)
4568,31999D0200
4569,31999D0856
4570,31992L0050
4571,32002D0089
4572,32020D0674R(01)
4573,32005D0166
4574,32008D0747
4575,32020D0983
4576,32005D0960
4577,32017R2016
4578,32021D1968
4579,31972L0159
4580,32009D0534
4581,32022R0672
4582,31986H0242
4583,32008R0622
4584,32021R0696
4585,32022D0507
4586,31986K0198
4587,31996Y0801(04)
4588,31999D0793
4589,32009R0793
4590,32012D0075
4591,32022R0043
4592,32019R0592
4593,32021D1941
4594,32004R0411
4595,32002L0053R(01)
4596,32013R0293
4597,32004R0924
4598,32019L0983
4599,22015D1809
4600,32020L2184
4601,32014R0699R(01)
4602,01994L0033-20190726
4603,32009R1073R(05)
4604,32023R1312
4605,32022R1386
4606,31995Y0811(01)
4607,32019D2006
4608,32015D1208
4609,32022R1854R(01)
4610,31992R2913
4611,01996L0059-20090807
4612,32001D0105
4613,32021D0326
4614,32002R0763
4615,32014L0006
4616,31988Y0727(01)
4617,22021A0203(01)
4618,32015D1499
4619,32018D0620
4620,31994Y1231(03)
4621,32012L0007
4622,32015R1076
4623,31997R0467
4624,32021D0885
4625,31997L0067
4626,32021D1990
4627,32018R1266
4628,42014X0718(02)
4629,32005L0065
4630,02019R0159-20220701
4631,32021D0512(02)
4632,32001H0838
4633,32002H0413R(01)
4634,02011R0931-20111010
4635,02011R1169-20180101
4636,32014R0149
4637,31980D0764
4638,32021D0528(01)
4639,31996R2223
4640,32020D1638
4641,32007D0481
4642,02006R1010-20070401
4643,32019R1980
4644,02020L0262-20220426
4645,01978A1117(01)-19921231
4646,32020R0535
4647,32014L0076
4648,32013R1317
4649,31997Y0908(01)
4650,01996R1610-20130701
4651,31978H0519
4652,32021R1098
4653,32011A1222(01)
4654,31996D0653
4655,32005R0900
4656,32022L1648
4657,32023R0851
4658,02022R1854-20221007
4659,32021R1472
4660,32019D0984
4661,32003D0014
4662,32019D0020
4663,32007D0837
4664,32007R1394R(01)
4665,32015D0484
4666,32015D1010
4667,32021L0415
4668,32009D0085
4669,32022L0287
4670,32009R1162
4671,22010D0092
4672,32023D0719
4673,32022D2193
4674,22017D0362
4675,32007R0940
4676,01981X0919-19950710
4677,32023D0468
4678,02009A0610(01)-20160411
4679,22001D0059
4680,02007D0030-20070501
4681,32013R0174
4682,02011L0096-20150217
4683,32014D0805
4684,32020R2160
4685,32015D0843
4686,31994R3231
4687,32021D0099
4688,32006D0683
4689,32018D1714
4690,31976R1860
4691,32021L1226
4692,32022D1296
4693,31983R3421
4694,32002L0055
4695,32014R0908
4696,32018L0131
4697,32022R1270
4698,32014D0299
4699,32021R1455
4700,32019R2223
4701,32011R1231
4702,32013D0345
4703,32012R1146
4704,32014Q0201(01)
4705,21978A1110(02)
4706,31985D0532R(01)
4707,02014R0654-20210213
4708,32014L0004
4709,32022L0211
4710,22020A0612(01)
4711,22021D0231
4712,32018L1673
4713,32018R1072
4714,32021R0241R(08)
4715,32021R1338
4716,31996D0704
4717,32011D0753
4718,32018R0658
4719,32020R1273
4720,32022R1273
4721,31995D0319R(01)
4722,32003L0072
4723,31995R0540
4724,32020D0306(01)
4725,32021D0908(01)
4726,32021D0510
4727,32021D1436
4728,32011D0695
4729,32013D0077
4730,31977D0624
4731,32019R0496
4732,32003D0502
4733,32017D1214
4734,01998R1165-20120621
4735,32007R1018
4736,31972L0160
4737,32022R2314
4738,32007D0882
4739,32020R2176
4740,32004R2059
4741,02009R1217-20230101
4742,32003R1461
4743,31975R1031
4744,31994Y0701(01)
4745,32011L0065R(02)
4746,32018D0704
4747,32022R0648
4748,32003R0437
4749,32022R1227
4750,32017D0741
4751,32023D1205
4752,32011R0702
4753,32020R1647
4754,02021R2289-20211222
4755,32022D2432
4756,21997A0814(01)
4757,02010L0040-20180109
4758,22009D0013
4759,32021O0835
4760,32015D2189
4761,32010D0706(01)
4762,31982D0753
4763,31992S0523
4764,32022D2255
4765,31997R0143
4766,02004R0802-20140101
4767,32020R0133
4768,31994D0601
4769,32007D0161
4770,32022D1020
4771,32015R1133
4772,31975R1903
4773,32015R0302
4774,32021D0112
4775,31994R1554
4776,02009R1107-20221121
4777,31981D0646
4778,31991R2229
4779,32003R0694
4780,32020R0756
4781,32019R1974
4782,31989L0002
4783,32015R0751R(02)
4784,32020R1028
4785,01980D1359-19920425
4786,32019R2016R(02)
4787,32008R0438
4788,32022D2081
4789,32022D1212
4790,02022R1369-20230401
4791,32022D2271
4792,31997R0669
4793,22022D1112
4794,32021R0725
4795,31977R2962
4796,32021R1079
4797,32020R0464
4798,31998D0701R(02)
4799,32019R1933
4800,31992H0241
4801,31952S0004
4802,32008R1147
4803,32020R2096
4804,32013L0017
4805,32006R1850
4806,32022D0445
4807,32023R0972
4808,31971D0258
4809,31991H0141
4810,22017A1201(02)
4811,32009R0221
4812,32014R0468
4813,32013R1379
4814,32004D0329
4815,32013L0053R(01)
4816,32020D1479
4817,32009R1017
4818,32013R1022
4819,32017D0013
4820,01977L0249-20130701
4821,32004D0761R(01)
4822,32022D0485
4823,32023R0369
4824,32021R0379
4825,32020R1423
4826,32002D0090
4827,32014R0752
4828,32004D0560
4829,22003D0404
4830,32019R0758
4831,32004R0910
4832,32019R0151
4833,32019R0979
4834,22015A0124(01)
4835,31991D0037
4836,32015R0418
4837,32006R0952R(01)
4838,32003B0891
4839,02004A0320(03)-20210909
4840,32004R1921
4841,31974R1328
4842,32022D0578
4843,32020R1093
4844,32020R1298
4845,32012R0712
4846,32022R1630
4847,32005D0810
4848,32019R1155
4849,31990Y0818(01)
4850,32022D0326
4851,32012D0091
4852,32015R1491
4853,22007D0085
4854,32019D1719
4855,31991R0053
4856,32021R0606
4857,32012R1063
4858,32019L2034R(03)
4859,22018D0577
4860,32022D1316
4861,32009D0593
4862,31996Y0919(01)
4863,31974Y0129(03)
4864,32004F0757
4865,31993D0428
4866,32020O0496
4867,32021R1230
4868,32012R0036R(04)
4869,32001R2562
4870,32018D0947
4871,22015A0630(01)
4872,31994D0955
4873,41986D0098
4874,32004L0037R(02)
4875,32009D0939
4876,32018R0989
4877,32020D0509
4878,31994D0229
4879,32023D1348
4880,32015R1136
4881,31987L0287
4882,32016D1124
4883,02005R0750-20050601
4884,32003R2151
4885,32020R0566
4886,32002R2053
4887,32022R1905
4888,32009D0857
4889,32021O2256
4890,32003R0254
4891,32020R2156
4892,31998D2179
4893,32000Y1002(01)
4894,32000R1240
4895,32005R1993
4896,32002R1380
4897,02011R1225-20130701
4898,32000L0031
4899,32020D0903
4900,02008D0070(01)-20190726
4901,02010R0904-20210701
4902,32020R0994
4903,32004D0617(01)
4904,32010D0070
4905,22005A0204(01)
4906,32019D0639
4907,31977R1376
4908,32010R0119
4909,02006R1032-20090206
4910,31996R0344
4911,32022Q0502(01)
4912,32020R2092R(02)
4913,32020R2193
4914,32016H0220(01)
4915,32002D0405
4916,32003D0723
4917,32013D0743
4918,32010R0082
4919,02008D0820-20090101
4920,32006R0698
4921,32000R2596
4922,22018D1989
4923,31990D0019
4924,22017D0036
4925,32006D0520
4926,02006R0972-20140901
4927,32006R0629
4928,32002R0656
4929,22009D0091
4930,32005R2039
4931,32014R0288R(02)
4932,32005D0908
4933,31990R3203
4934,32021R0644
4935,02014R0324-20140427
4936,32012D0424(01)
4937,31990D0631
4938,32005L0020
4939,32017R0588R(01)
4940,32023R0590
4941,31980Y0819(01)
4942,32015R0288
4943,02013D0114-20130306
4944,32021R0784R(01)
4945,32007D0884
4946,32023R0127
4947,32016R0556
4948,32016D1856
4949,32008R0066
4950,32019D0569
4951,32023R1525
4952,22016A0916(01)
4953,31987R3212
4954,32009D0367
4955,32014R1336
4956,32013D0673
4957,32015R0062
4958,32021D1476
4959,32010R1071
4960,32011D0151
4961,32018R1999R(01)
4962,32013R0952R(01)
4963,32004H0741
4964,32009R0595
4965,32021L1187
4966,32014R0324
4967,02015R0098-20220531
4968,32019D2012
4969,32018R1025
4970,31994Y1231(02)
4971,32018D0617
4972,32017D2409
4973,32014R0249
4974,32006D0392
4975,32022D0442
4976,32021R2105
4977,31994H0313
4978,32022D0124
4979,32015R2452
4980,22009D0061
4981,32019R0051
4982,32014R0428
4983,32021D0837
4984,32021R0053
4985,32013R1273
4986,31999D0242
4987,32015R1843
4988,32012R0528R(03)
4989,31986L0278
4990,31996R1191
4991,32023R0199
4992,32016D0809
4993,32019D0276R(01)
